key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
ayomanor_WR_TEN,Elic Ayomanor,WR,TEN,,,,0,0,42,6,569,,0,,,,,,,,,,,,
williams_WR_WSH,Antonio Williams,WR,WSH,,,,0,15,45,4,648,,2,,,,,,,,,,,,
boutte_WR_HOU,Kayshon Boutte,WR,HOU,,,,0,0,39,6,590,,0,,,,,,,,,,,,
nailor_WR_LV,Jalen Nailor,WR,LV,,,,0,7,43,5,568,,0,,,,,,,,,,,,
bell_WR_MIA,Chris Bell,WR,MIA,,,,0,11,47,4,583,,1,,,,,,,,,,,,
vele_WR_NO,Devaughn Vele,WR,NO,,,,0,0,46,4,596,,0,,,,,,,,,,,,
brown_WR_PHI,Marquise Brown,WR,PHI,,,,0,0,44,5,548,,0,,,,,,,,,,,,
dike_WR_TEN,Chimere Dike,WR,TEN,,,,0,17,45,6,430,,1,,,,,,,,,,,,
horton_WR_SEA,Tory Horton,WR,SEA,,,,0,6,38,6,501,,1,,,,,,,,,,,,
cooper_WR_NYJ,Omar Cooper Jr.,WR,NYJ,,,,0,13,44,4,520,,1,,,,,,,,,,,,
benson_WR_LV,Malik Benson,WR,LV,,,,0,8,48,3,551,,2,,,,,,,,,,,,
tyson_WR_NO,Jordyn Tyson,WR,NO,,,,0,8,42,3,593,,1,,,,,,,,,,,,
hutchinson_WR_HOU,Xavier Hutchinson,WR,HOU,,,,0,16,43,3,515,,0,,,,,,,,,,,,
slayton_WR_NYG,Darius Slayton,WR,NYG,,,,0,5,42,2,611,,1,,,,,,,,,,,,
bernard_WR_PIT,Germie Bernard,WR,PIT,,,,0,10,42,3,511,,1,,,,,,,,,,,,
noel_WR_HOU,Jaylin Noel,WR,HOU,,,,0,13,40,4,456,,0,,,,,,,,,,,,
washington_WR_MIA,Malik Washington,WR,MIA,,,,1,83,46,3,349,,1,,,,,,,,,,,,
walker_WR_CHI,Jahdae Walker,WR,CHI,,,,0,7,32,5,430,,0,,,,,,,,,,,,
thornton_WR_KC,Tyquan Thornton,WR,KC,,,,0,0,27,4,574,,0,,,,,,,,,,,,
kirk_WR_SF,Christian Kirk,WR,SF,,,,0,0,42,3,485,,0,,,,,,,,,,,,
dell_WR_HOU,Tank Dell,WR,HOU,,,,0,40,38,3,483,,0,,,,,,,,,,,,
iosivas_WR_CIN,Andrei Iosivas,WR,CIN,,,,0,11,35,3,471,,0,,,,,,,,,,,,
hurst_WR_TB,Ted Hurst,WR,TB,,,,0,13,35,3,484,,1,,,,,,,,,,,,
mitchell_WR_NYJ,Adonai Mitchell,WR,NYJ,,,,0,-1,38,3,480,,1,,,,,,,,,,,,
robinson_WR_SF,Demarcus Robinson,WR,SF,,,,0,5,32,3,465,,0,,,,,,,,,,,,
wicks_WR_PHI,Dontayvion Wicks,WR,PHI,,,,0,5,38,3,401,,0,,,,,,,,,,,,
dulin_WR_IND,Ashton Dulin,WR,IND,,,,0,66,25,2,550,,0,,,,,,,,,,,,
douglas_WR_MIA,Caleb Douglas,WR,MIA,,,,0,11,35,3,434,,1,,,,,,,,,,,,
teslaa_WR_DET,Isaac TeSlaa,WR,DET,,,,0,0,27,5,404,,0,,,,,,,,,,,,
thomas_WR_CHI,Zavion Thomas,WR,CHI,,,,0,13,34,3,456,,2,,,,,,,,,,,,
palmer_WR_BUF,Josh Palmer,WR,BUF,,,,0,0,35,2,478,,0,,,,,,,,,,,,
zaccheaus_WR_ATL,Olamide Zaccheaus,WR,ATL,,,,0,17,42,2,364,,0,,,,,,,,,,,,
mcbride_TE_ARI,Trey McBride,TE,ARI,,,,,,115,8,1135,,0,,,,,,,,,,,,
bowers_TE_LV,Brock Bowers,TE,LV,,,,,,88,9,982,,0,,,,,,,,,,,,
fannin_TE_CLE,Harold Fannin Jr.,TE,CLE,,,,,,87,9,877,,1,,,,,,,,,,,,
loveland_TE_CHI,Colston Loveland,TE,CHI,,,,,,84,8,1036,,0,,,,,,,,,,,,
kittle_TE_SF,George Kittle,TE,SF,,,,,,77,8,906,,0,,,,,,,,,,,,
goedert_TE_PHI,Dallas Goedert,TE,PHI,,,,,,68,11,720,,0,,,,,,,,,,,,
warren_TE_IND,Tyler Warren,TE,IND,,,,,,74,6,904,,0,,,,,,,,,,,,
likely_TE_NYG,Isaiah Likely,TE,NYG,,,,,,72,7,895,,2,,,,,,,,,,,,
laporta_TE_DET,Sam LaPorta,TE,DET,,,,,,72,6,910,,0,,,,,,,,,,,,
kelce_TE_KC,Travis Kelce,TE,KC,,,,,,78,6,813,,0,,,,,,,,,,,,
kraft_TE_GB,Tucker Kraft,TE,GB,,,,,,55,10,782,,0,,,,,,,,,,,,
pitts_TE_ATL,Kyle Pitts,TE,ATL,,,,,,74,6,822,,0,,,,,,,,,,,,
andrews_TE_BAL,Mark Andrews,TE,BAL,,,,,,60,10,593,,0,,,,,,,,,,,,
ferguson_TE_DAL,Jake Ferguson,TE,DAL,,,,,,78,7,634,,2,,,,,,,,,,,,
strange_TE_JAX,Brenton Strange,TE,JAX,,,,,,70,5,814,,0,,,,,,,,,,,,
johnson_TE_NO,Juwan Johnson,TE,NO,,,,,,72,4,878,,2,,,,,,,,,,,,
kincaid_TE_BUF,Dalton Kincaid,TE,BUF,,,,,,59,7,776,,0,,,,,,,,,,,,
schultz_TE_HOU,Dalton Schultz,TE,HOU,,,,,,71,4,691,,0,,,,,,,,,,,,
henry_TE_NE,Hunter Henry,TE,NE,,,,,,57,6,702,,0,,,,,,,,,,,,
otton_TE_TB,Cade Otton,TE,TB,,,,,,67,4,706,,0,,,,,,,,,,,,
dulcich_TE_MIA,Greg Dulcich,TE,MIA,,,,,,59,4,675,,2,,,,,,,,,,,,
barner_TE_SEA,AJ Barner,TE,SEA,,,,,,46,7,470,,0,,,,,,,,,,,,
okonkwo_TE_WSH,Chigoziem Okonkwo,TE,WSH,,,,,,53,3,628,,0,,,,,,,,,,,,
sadiq_TE_NYJ,Kenyon Sadiq,TE,NYJ,,,,,,47,6,528,,1,,,,,,,,,,,,
waller_TE_CAR,Darren Waller,TE,CAR,,,,,,46,6,469,,0,,,,,,,,,,,,
hockenson_TE_MIN,T.J. Hockenson,TE,MIN,,,,,,55,4,518,,0,,,,,,,,,,,,
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,,,,,,46,5,510,,0,,,,,,,,,,,,
taylor_TE_NYJ,Mason Taylor,TE,NYJ,,,,,,56,4,461,,0,,,,,,,,,,,,
engram_TE_DEN,Evan Engram,TE,DEN,,,,,,56,3,479,,0,,,,,,,,,,,,
gesicki_TE_CIN,Mike Gesicki,TE,CIN,,,,,,49,3,541,,0,,,,,,,,,,,,
parkinson_TE_LAR,Colby Parkinson,TE,LAR,,,,,,41,6,434,,1,,,,,,,,,,,,
njoku_TE_LAC,David Njoku,TE,LAC,,,,,,42,6,403,,0,,,,,,,,,,,,
higbee_TE_LAR,Tyler Higbee,TE,LAR,,,,,,40,4,499,,0,,,,,,,,,,,,
ferguson_TE_LAR,Terrance Ferguson,TE,LAR,,,,,,29,5,529,,0,,,,,,,,,,,,
gadsden_TE_LAC,Oronde Gadsden II,TE,LAC,,,,,,38,3,534,,1,,,,,,,,,,,,
johnson_TE_NYG,Theo Johnson,TE,NYG,,,,,,35,5,389,,0,,,,,,,,,,,,
helm_TE_TEN,Gunnar Helm,TE,TEN,,,,,,44,3,377,,0,,,,,,,,,,,,
fant_TE_NO,Noah Fant,TE,NO,,,,,,44,2,427,,3,,,,,,,,,,,,
knox_TE_BUF,Dawson Knox,TE,BUF,,,,,,35,3,400,,0,,,,,,,,,,,,
wright_TE_DET,Brock Wright,TE,DET,,,,,,34,4,303,,0,,,,,,,,,,,,
mayer_TE_LV,Michael Mayer,TE,LV,,,,,,40,2,346,,0,,,,,,,,,,,,
smith_TE_GB,Jonnu Smith,TE,GB,,,,,,28,3,253,,0,,,,,,,,,,,,
kacmarek_TE_MIA,Will Kacmarek,TE,MIA,,,,,,35,3,328,,1,,,,,,,,,,,,
washington_TE_PIT,Darnell Washington,TE,PIT,,,,,,35,2,383,,1,,,,,,,,,,,,
kolar_TE_LAC,Charlie Kolar,TE,LAC,,,,,,25,4,332,,0,,,,,,,,,,,,
klein_TE_HOU,Marlin Klein,TE,HOU,,,,,,35,2,353,,1,,,,,,,,,,,,
all_TE_CIN,Erick All,TE,CIN,,,,,,36,2,302,,0,,,,,,,,,,,,
bellinger_TE_TEN,Daniel Bellinger,TE,TEN,,,,,,26,3,332,,0,,,,,,,,,,,,
stowers_TE_PHI,Eli Stowers,TE,PHI,,,,,,31,2,323,,1,,,,,,,,,,,,
oliver_TE_MIN,Josh Oliver,TE,MIN,,,,,,22,4,244,,0,,,,,,,,,,,,
allen_TE_LAR,Davis Allen,TE,LAR,,,,,,26,3,240,,0,,,,,,,,,,,,
trautman_TE_DEN,Adam Trautman,TE,DEN,,,,,,27,2,282,,0,,,,,,,,,,,,
kmet_TE_CHI,Cole Kmet,TE,CHI,,,,,,22,2,229,,0,,,,,,,,,,,,
ruckert_TE_NYJ,Jeremy Ruckert,TE,NYJ,,,,,,27,2,196,,0,,,,,,,,,,,,
boerkircher_TE_JAX,Nate Boerkircher,TE,JAX,,,,,,22,2,240,,1,,,,,,,,,,,,
raridon_TE_NE,Eli Raridon,TE,NE,,,,,,22,2,241,,1,,,,,,,,,,,,
tremble_TE_CAR,Tommy Tremble,TE,CAR,,,,,,23,2,202,,0,,,,,,,,,,,,
hooper_TE_ATL,Austin Hooper,TE,ATL,,,,,,23,1,250,,0,,,,,,,,,,,,
sanders_TE_CAR,Ja'Tavion Sanders,TE,CAR,,,,,,25,1,192,,0,,,,,,,,,,,,
higgins_TE_ARI,Elijah Higgins,TE,ARI,,,,,,23,1,221,,1,,,,,,,,,,,,
bates_TE_WSH,John Bates,TE,WSH,,,,,,20,2,203,,1,,,,,,,,,,,,
heyward_RB_LV,Connor Heyward,RB,LV,,,,,,14,2,102,,0,,,,,,,,,,,,
woerner_TE_ATL,Charlie Woerner,TE,ATL,,,,,,23,1,196,,0,,,,,,,,,,,,
evans_TE_CAR,Mitchell Evans,TE,CAR,,,,,,16,2,143,,0,,,,,,,,,,,,
adkins_TE_DEN,Nate Adkins,TE,DEN,,,,,,16,3,108,,0,,,,,,,,,,,,
musgrave_TE_GB,Luke Musgrave,TE,GB,,,,,,18,1,178,,0,,,,,,,,,,,,
calcaterra_TE_PHI,Grant Calcaterra,TE,PHI,,,,,,17,1,175,,0,,,,,,,,,,,,
stover_TE_HOU,Cade Stover,TE,HOU,,,,,,15,1,123,,0,,,,,,,,,,,,
sinnott_TE_WSH,Ben Sinnott,TE,WSH,,,,,,11,2,122,,0,,,,,,,,,,,,
moreau_TE_HOU,Foster Moreau,TE,HOU,,,,,,11,2,132,,0,,,,,,,,,,,,
gray_TE_KC,Noah Gray,TE,KC,,,,,,15,1,138,,0,,,,,,,,,,,,
hawes_TE_BUF,Jackson Hawes,TE,BUF,,,,,,10,2,120,,0,,,,,,,,,,,,
schoonmaker_TE_DAL,Luke Schoonmaker,TE,DAL,,,,,,15,1,133,,0,,,,,,,,,,,,
sample_TE_CIN,Drew Sample,TE,CIN,,,,,,13,1,100,,0,,,,,,,,,,,,
endries_TE_CIN,Jack Endries,TE,CIN,,,,,,13,1,123,,0,,,,,,,,,,,,
klare_TE_LAR,Max Klare,TE,LAR,,,,,,11,1,127,,0,,,,,,,,,,,,
bentley_TE_DEN,Dallen Bentley,TE,DEN,,,,,,12,1,104,,0,,,,,,,,,,,,
tonges_TE_SF,Jake Tonges,TE,SF,,,,,,12,1,102,,0,,,,,,,,,,,,
sharp_TE_TB,Bauer Sharp,TE,TB,,,,,,11,1,113,,0,,,,,,,,,,,,
delp_TE_NO,Oscar Delp,TE,NO,,,,,,11,1,115,,0,,,,,,,,,,,,
spannford_TE_DAL,Brevyn Spann-Ford,TE,DAL,,,,,,11,1,106,,0,,,,,,,,,,,,
long_TE_ARI,Hunter Long,TE,ARI,,,,,,12,1,88,,0,,,,,,,,,,,,
roush_TE_CHI,Sam Roush,TE,CHI,,,,,,10,1,111,,0,,,,,,,,,,,,
koziol_TE_JAX,Tanner Koziol,TE,JAX,,,,,,10,1,111,,0,,,,,,,,,,,,
arroyo_TE_SEA,Elijah Arroyo,TE,SEA,,,,,,10,1,115,,0,,,,,,,,,,,,
wiley_TE_KC,Jared Wiley,TE,KC,,,,,,11,1,96,,0,,,,,,,,,,,,
thomas_TE_LV,Ian Thomas,TE,LV,,,,,,10,1,87,,0,,,,,,,,,,,,
fidone_TE_NYG,Thomas Fidone II,TE,NYG,,,,,,10,1,101,,0,,,,,,,,,,,,
whyle_TE_GB,Josh Whyle,TE,GB,,,,,,10,1,86,,0,,,,,,,,,,,,
manhertz_TE_NYG,Chris Manhertz,TE,NYG,,,,,,9,1,85,,0,,,,,,,,,,,,
joly_TE_MIA,Justin Joly,TE,MIA,,,,,,9,1,88,,0,,,,,,,,,,,,
traore_TE_MIA,Seydou Traore,TE,MIA,,,,,,9,1,88,,0,,,,,,,,,,,,
granson_TE_TEN,Kylen Granson,TE,TEN,,,,,,10,1,83,,0,,,,,,,,,,,,
durham_TE_TB,Payne Durham,TE,TB,,,,,,8,1,91,,0,,,,,,,,,,,,
cuevas_TE_BAL,Josh Cuevas,TE,BAL,,,,,,8,1,97,,0,,,,,,,,,,,,
hibner_TE_BAL,Matthew Hibner,TE,BAL,,,,,,8,1,97,,0,,,,,,,,,,,,
ogletree_TE_IND,Andrew Ogletree,TE,IND,,,,,,8,1,75,,0,,,,,,,,,,,,
kieft_TE_TB,Ko Kieft,TE,TB,,,,,,8,1,81,,0,,,,,,,,,,,,
smythe_TE_BAL,Durham Smythe,TE,BAL,,,,,,8,1,79,,0,,,,,,,,,,,,
mallory_TE_IND,Will Mallory,TE,IND,,,,,,8,1,97,,0,,,,,,,,,,,,
broncos_DST_DEN,Broncos,DST,DEN,,,,,,,,,,,,,,,,,18.4,72.9,0,10,2.9,15
texans_DST_HOU,Texans,DST,HOU,,,,,,,,,,,,,,,,,18.8,57.3,1,14,3.3,15
vikings_DST_MIN,Vikings,DST,MIN,,,,,,,,,,,,,,,,,20.9,61.1,0,16,3,13
rams_DST_LAR,L.A. Rams,DST,LAR,,,,,,,,,,,,,,,,,19.1,56.2,0,12,3,15
seahawks_DST_SEA,Seahawks,DST,SEA,,,,,,,,,,,,,,,,,17.5,51.0,0,12,3.9,14
eagles_DST_PHI,Eagles,DST,PHI,,,,,,,,,,,,,,,,,18.8,46.2,0,13,3,15
ravens_DST_BAL,Ravens,DST,BAL,,,,,,,,,,,,,,,,,20.9,49.2,0,12,2.7,13
patriots_DST_NE,Patriots,DST,NE,,,,,,,,,,,,,,,,,21.8,45.5,0,12,3.5,14
saints_DST_NO,Saints,DST,NO,,,,,,,,,,,,,,,,,25.1,54.7,0,11,2.6,13
browns_DST_CLE,Browns,DST,CLE,,,,,,,,,,,,,,,,,23.6,52.8,0,11,2.5,13
chiefs_DST_KC,Chiefs,DST,KC,,,,,,,,,,,,,,,,,21.1,43.8,0,10,2.5,13
jaguars_DST_JAX,Jaguars,DST,JAX,,,,,,,,,,,,,,,,,22.6,32.8,0,12,3.5,13
falcons_DST_ATL,Falcons,DST,ATL,,,,,,,,,,,,,,,,,25.6,70.0,0,10,2.7,15
lions_DST_DET,Lions,DST,DET,,,,,,,,,,,,,,,,,23.4,59.7,0,10,3.4,14
chargers_DST_LAC,L.A. Chargers,DST,LAC,,,,,,,,,,,,,,,,,22.2,59.7,0,9,2.8,16
steelers_DST_PIT,Steelers,DST,PIT,,,,,,,,,,,,,,,,,21.2,50.2,0,17,3,12
bills_DST_BUF,Bills,DST,BUF,,,,,,,,,,,,,,,,,23.3,47.3,0,11,3.1,15
bears_DST_CHI,Bears,DST,CHI,,,,,,,,,,,,,,,,,23.2,42.5,0,13,3.2,15
bengals_DST_CIN,Bengals,DST,CIN,,,,,,,,,,,,,,,,,25.3,47.0,0,13,3,13
dolphins_DST_MIA,Dolphins,DST,MIA,,,,,,,,,,,,,,,,,27.6,52.5,0,13,2.7,10
raiders_DST_LV,Raiders,DST,LV,,,,,,,,,,,,,,,,,27.8,46.9,0,12,2.4,11
buccaneers_DST_TB,Buccaneers,DST,TB,,,,,,,,,,,,,,,,,24.2,40.6,0,13,2.7,12
packers_DST_GB,Packers,DST,GB,,,,,,,,,,,,,,,,,22.1,39.1,0,12,2.7,13
team_DST_WSH,Team,DST,WSH,,,,,,,,,,,,,,,,,26.6,47.0,0,9,2.8,11
colts_DST_IND,Colts,DST,IND,,,,,,,,,,,,,,,,,23.8,41.2,0,11,2.6,12
panthers_DST_CAR,Panthers,DST,CAR,,,,,,,,,,,,,,,,,24.6,42.3,0,9,2.4,13
giants_DST_NYG,N.Y. Giants,DST,NYG,,,,,,,,,,,,,,,,,27.4,41.2,0,11,2.7,10
ers_DST_SF,49ers,DST,SF,,,,,,,,,,,,,,,,,23.5,32.1,0,12,2.6,11
titans_DST_TEN,Titans,DST,TEN,,,,,,,,,,,,,,,,,30.6,53.7,0,12,2.8,10
cowboys_DST_DAL,Cowboys,DST,DAL,,,,,,,,,,,,,,,,,29.0,44.0,0,11,2.4,10
cardinals_DST_ARI,Cardinals,DST,ARI,,,,,,,,,,,,,,,,,30.3,35.4,0,12,2.5,11
jets_DST_NYJ,N.Y. Jets,DST,NYJ,,,,,,,,,,,,,,,,,28.8,35.5,0,8,3.1,11
myers_K_SEA,Jason Myers,K,SEA,,,,,,,,,,,0.301,8.3,12.4,11.3,6.4,50,,,,,,
fairbairn_K_HOU,Ka'imi Fairbairn,K,HOU,,,,,,,,,,,0.325,8.9,10.6,11.8,6.9,40,,,,,,
shrader_K_IND,Spencer Shrader,K,IND,,,,,,,,,,,0.289,10.6,12,8.2,2.67,51,,,,,,
aubrey_K_DAL,Brandon Aubrey,K,DAL,,,,,,,,,,,0.285,8.2,9.3,10.6,6.1,48,,,,,,
bates_K_DET,Jake Bates,K,DET,,,,,,,,,,,0.242,6.6,9.5,9.5,5,53,,,,,,
dicker_K_LAC,Cameron Dicker,K,LAC,,,,,,,,,,,0.275,7.6,11.5,10.2,5.2,38,,,,,,
santos_K_CHI,Cairo Santos,K,CHI,,,,,,,,,,,0.25,6.9,9,10.6,5.3,47,,,,,,
reichard_K_MIN,Will Reichard,K,MIN,,,,,,,,,,,0.29,8,9.9,8.3,6.2,42,,,,,,
mclaughlin_K_TB,Chase McLaughlin,K,TB,,,,,,,,,,,0.288,8.1,9.8,8.3,6.1,42,,,,,,
mevis_K_LAR,Harrison Mevis,K,LAR,,,,,,,,,,,0.242,6.7,7.9,10.3,3.36,54,,,,,,
little_K_JAX,Cam Little,K,JAX,,,,,,,,,,,0.238,6.5,8.2,8.7,5.1,49,,,,,,
loop_K_BAL,Tyler Loop,K,BAL,,,,,,,,,,,0.231,9.3,10.6,7.7,1.16,49,,,,,,
mcpherson_K_CIN,Evan McPherson,K,CIN,,,,,,,,,,,0.234,6.4,7.6,9.9,4.97,47,,,,,,
butker_K_KC,Harrison Butker,K,KC,,,,,,,,,,,0.507,9.5,10.1,8.4,4.63,35,,,,,,
lutz_K_DEN,Wil Lutz,K,DEN,,,,,,,,,,,0.224,8.4,10.6,6.4,4.4,44,,,,,,
folk_K_ATL,Nick Folk,K,ATL,,,,,,,,,,,0.256,7,8.8,8.8,5.4,41,,,,,,
pineiro_K_SF,Eddy Pineiro,K,SF,,,,,,,,,,,0.244,6.7,8.5,10.3,5.2,37,,,,,,
smack_K_GB,Trey Smack,K,GB,,,,,,,,,,,0.287,8,9.2,8,3.16,39,,,,,,
carlson_K_NO,Daniel Carlson,K,NO,,,,,,,,,,,0.247,7.7,8.9,7.4,5.2,34,,,,,,
bass_K_BUF,Tyler Bass,K,BUF,,,,,,,,,,,0.214,8,7.1,6.2,4.55,46,,,,,,
grupe_K_NYJ,Blake Grupe,K,NYJ,,,,,,,,,,,0.225,7.7,9.9,6.5,4.79,36,,,,,,
slye_K_TEN,Joey Slye,K,TEN,,,,,,,,,,,0.258,7.1,8.4,7.6,5.5,34,,,,,,
borregales_K_NE,Andres Borregales,K,NE,,,,,,,,,,,0.407,7,8.7,6.2,3.5,42,,,,,,
stevens_K_WSH,Drew Stevens,K,WSH,,,,,,,,,,,0.27,7.5,8.6,7.5,2.97,39,,,,,,
patterson_K_MIA,Riley Patterson,K,MIA,,,,,,,,,,,0.214,5.9,8.5,9.1,3.15,37,,,,,,
elliott_K_PHI,Jake Elliott,K,PHI,,,,,,,,,,,0.199,5.5,8.4,8.4,3.34,40,,,,,,
ryland_K_ARI,Chad Ryland,K,ARI,,,,,,,,,,,0.214,5.9,8.3,7.3,4.54,36,,,,,,
boswell_K_PIT,Chris Boswell,K,PIT,,,,,,,,,,,0.21,5.8,6.8,7.6,4.46,36,,,,,,
fitzgerald_K_CAR,Ryan Fitzgerald,K,CAR,,,,,,,,,,,0.196,5.9,7.8,8.3,1.96,34,,,,,,
szmyt_K_CLE,Andre Szmyt,K,CLE,,,,,,,,,,,0.18,4.94,8.5,5.2,3.82,32,,,,,,
gay_K_LV,Matt Gay,K,LV,,,,,,,,,,,0.179,5.7,5.8,6.8,3.8,32,,,,,,
sauls_K_NYG,Ben Sauls,K,NYG,,,,,,,,,,,0.19,5.8,6.7,5.4,1.85,25,,,,,,
zvada_K_NYG,Dominic Zvada,K,NYG,,,,,,,,,,,0.066,1.86,2.13,1.86,0.731,9,,,,,,
