key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
pineiro_K_SF,Eddy Pineiro,K,SF,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,
kincaid_TE_BUF,Dalton Kincaid,TE,BUF,,,,0.0,0.0,3.0,0.0,40.0,,,,,,,,,,,,,,
elliott_K_PHI,Jake Elliott,K,PHI,,,,,,,,,,,,,,1.0,0.0,3.0,,,,,,
lemon_WR_PHI,Makai Lemon,WR,PHI,,,,0.0,0.0,3.0,0.0,39.0,,,,,,,,,,,,,,
mcpherson_K_CIN,Evan McPherson,K,CIN,,,,,,,,,,,,,,1.0,0.0,3.0,,,,,,
butker_K_KC,Harrison Butker,K,KC,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,
loop_K_BAL,Tyler Loop,K,BAL,,,,,,,,,,,,,,1.0,0.0,3.0,,,,,,
harvey_RB_DEN,RJ Harvey,RB,DEN,,,,0.0,17.0,3.0,0.0,21.0,,,,,,,,,,,,,,
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,,,,0.0,0.0,3.0,0.0,37.0,,,,,,,,,,,,,,
reichard_K_MIN,Will Reichard,K,MIN,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
kittle_TE_SF,George Kittle,TE,SF,,,,0.0,0.0,4.0,0.0,36.0,,,,,,,,,,,,,,
shaheed_WR_SEA,Rashid Shaheed,WR,SEA,,,,0.0,5.0,2.0,0.0,37.0,,,,,,,,,,,,,,
schultz_TE_HOU,Dalton Schultz,TE,HOU,,,,0.0,0.0,4.0,0.0,34.0,,,,,,,,,,,,,,
mclaughlin_K_TB,Chase McLaughlin,K,TB,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
noel_WR_HOU,Jaylin Noel,WR,HOU,,,,0.0,1.0,3.0,0.0,36.0,,,,,,,,,,,,,,
santos_K_CHI,Cairo Santos,K,CHI,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
croskeymerritt_RB_WSH,Jacory Croskey-Merritt,RB,WSH,,,,0.0,45.0,1.0,0.0,7.0,,,,,,,,,,,,,,
boston_WR_CLE,Denzel Boston,WR,CLE,,,,0.0,0.0,3.0,0.0,40.0,,,,,,,,,,,,,,
marks_RB_HOU,Woody Marks,RB,HOU,,,,0.0,37.0,1.0,0.0,12.0,,,,,,,,,,,,,,
henry_TE_NE,Hunter Henry,TE,NE,,,,0.0,0.0,3.0,0.0,35.0,,,,,,,,,,,,,,
doubs_WR_NE,Romeo Doubs,WR,NE,,,,0.0,0.0,3.0,0.0,37.0,,,,,,,,,,,,,,
shrader_K_IND,Spencer Shrader,K,IND,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
jaguars_DST_JAX,Jaguars,DST,JAX,,,,,,,,,,,,,,,,,1.0,3.0,,0.0,0.0,1.0
smack_K_GB,Trey Smack,K,GB,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
mcmillan_WR_TB,Jalen McMillan,WR,TB,,,,0.0,1.0,3.0,0.0,36.0,,,,,,,,,,,,,,
jeudy_WR_CLE,Jerry Jeudy,WR,CLE,,,,0.0,0.0,3.0,0.0,41.0,,,,,,,,,,,,,,
strange_TE_JAX,Brenton Strange,TE,JAX,,,,0.0,0.0,3.0,0.0,34.0,,,,,,,,,,,,,,
gay_K_LV,Matt Gay,K,LV,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
zvada_K_NYG,Dominic Zvada,K,NYG,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
ferguson_TE_LAR,Terrance Ferguson,TE,LAR,,,,0.0,0.0,3.0,0.0,34.0,,,,,,,,,,,,,,
mitchell_WR_NYJ,Adonai Mitchell,WR,NYJ,,,,0.0,1.0,3.0,0.0,39.0,,,,,,,,,,,,,,
ridley_WR_TEN,Calvin Ridley,WR,TEN,,,,0.0,2.0,2.0,0.0,40.0,,,,,,,,,,,,,,
fitzgerald_K_CAR,Ryan Fitzgerald,K,CAR,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
folk_K_ATL,Nick Folk,K,ATL,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,
carlson_K_NO,Daniel Carlson,K,NO,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
lutz_K_DEN,Wil Lutz,K,DEN,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
brooks_RB_GB,Chris Brooks,RB,GB,,,,0.0,28.0,2.0,0.0,13.0,,,,,,,,,,,,,,
patterson_K_MIA,Riley Patterson,K,MIA,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
slye_K_TEN,Joey Slye,K,TEN,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
helm_TE_TEN,Gunnar Helm,TE,TEN,,,,0.0,0.0,3.0,0.0,29.0,,,,,,,,,,,,,,
chargers_DST_LAC,Chargers,DST,LAC,,,,,,,,,,,,,,,,,1.0625,3.0,,0.0,0.0,1.0
bass_K_BUF,Tyler Bass,K,BUF,,,,,,,,,,,,,,0.0,0.0,2.0,,,,,,
steelers_DST_PIT,Steelers,DST,PIT,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,0.0,1.0
douglas_WR_MIA,Caleb Douglas,WR,MIA,,,,0.0,4.0,3.0,0.0,34.0,,,,,,,,,,,,,,
stevens_K_WSH,Drew Stevens,K,WSH,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,
lions_DST_DET,Lions,DST,DET,,,,,,,,,,,,,,,,,1.0625,3.0,,1.0,0.0,1.0
bateman_WR_BAL,Rashod Bateman,WR,BAL,,,,0.0,0.0,2.0,0.0,37.0,,,,,,,,,,,,,,
bell_WR_MIA,Chris Bell,WR,MIA,,,,0.0,0.0,3.0,0.0,37.0,,,,,,,,,,,,,,
wicks_WR_PHI,Dontayvion Wicks,WR,PHI,,,,0.0,0.0,3.0,0.0,34.0,,,,,,,,,,,,,,
sadiq_TE_NYJ,Kenyon Sadiq,TE,NYJ,,,,0.0,0.0,2.0,0.0,21.0,,,,,,,,,,,,,,
sampson_RB_CLE,Dylan Sampson,RB,CLE,,,,0.0,12.0,2.0,0.0,12.0,,,,,,,,,,,,,,
douglas_WR_NE,DeMario Douglas,WR,NE,,,,0.0,1.0,2.0,0.0,23.0,,,,,,,,,,,,,,
cowboys_DST_DAL,Cowboys,DST,DAL,,,,,,,,,,,,,,,,,1.375,2.0,,0.0,0.0,1.0
saylors_RB_DET,Jacob Saylors,RB,DET,,,,0.0,22.0,1.0,0.0,5.0,,,,,,,,,,,,,,
browns_DST_CLE,Browns,DST,CLE,,,,,,,,,,,,,,,,,1.5,2.0,,0.0,0.0,1.0
raiders_DST_LV,Raiders,DST,LV,,,,,,,,,,,,,,,,,1.0625,2.0,,0.0,0.0,1.0
rodriguez_RB_JAX,Chris Rodriguez Jr.,RB,JAX,,,,0.0,27.0,0.0,0.0,3.0,,,,,,,,,,,,,,
gadsden_TE_LAC,Oronde Gadsden,TE,LAC,,,,0.0,0.0,2.0,0.0,20.0,,,,,,,,,,,,,,
harris_RB_NYG,Najee Harris,RB,NYG,,,,0.0,25.0,1.0,0.0,5.0,,,,,,,,,,,,,,
coleman_WR_BUF,Keon Coleman,WR,BUF,,,,0.0,0.0,2.0,0.0,22.0,,,,,,,,,,,,,,
patriots_DST_NE,Patriots,DST,NE,,,,,,,,,,,,,,,,,1.5,2.0,,0.0,0.0,1.0
branch_WR_ATL,Zachariah Branch,WR,ATL,,,,0.0,0.0,2.0,0.0,22.0,,,,,,,,,,,,,,
allen_RB_NYJ,Braelon Allen,RB,NYJ,,,,0.0,21.0,1.0,0.0,5.0,,,,,,,,,,,,,,
washington_TE_PIT,Darnell Washington,TE,PIT,,,,0.0,0.0,2.0,0.0,19.0,,,,,,,,,,,,,,
parkinson_TE_LAR,Colby Parkinson,TE,LAR,,,,0.0,0.0,2.0,0.0,17.0,,,,,,,,,,,,,,
buccaneers_DST_TB,Buccaneers,DST,TB,,,,,,,,,,,,,,,,,1.625,3.0,,0.0,0.0,1.0
vikings_DST_MIN,Vikings,DST,MIN,,,,,,,,,,,,,,,,,1.375,2.0,,1.0,0.0,1.0
tolbert_WR_MIA,Jalen Tolbert,WR,MIA,,,,0.0,0.0,2.0,0.0,22.0,,,,,,,,,,,,,,
williams_WR_WSH,Antonio Williams,WR,WSH,,,,0.0,1.0,2.0,0.0,20.0,,,,,,,,,,,,,,
bengals_DST_CIN,Bengals,DST,CIN,,,,,,,,,,,,,,,,,1.4375,2.0,,0.0,0.0,1.0
thornton_WR_KC,Tyquan Thornton,WR,KC,,,,0.0,0.0,1.0,0.0,20.0,,,,,,,,,,,,,,
bigsby_RB_PHI,Tank Bigsby,RB,PHI,,,,0.0,24.0,0.0,0.0,2.0,,,,,,,,,,,,,,
teslaa_WR_DET,Isaac TeSlaa,WR,DET,,,,0.0,0.0,1.0,0.0,17.0,,,,,,,,,,,,,,
falcons_DST_ATL,Falcons,DST,ATL,,,,,,,,,,,,,,,,,1.4375,2.0,,0.0,0.0,1.0
bills_DST_BUF,Bills,DST,BUF,,,,,,,,,,,,,,,,,1.5,2.0,,0.0,0.0,1.0
all_TE_CIN,Erick All Jr.,TE,CIN,,,,0.0,0.0,2.0,0.0,16.0,,,,,,,,,,,,,,
dolphins_DST_MIA,Dolphins,DST,MIA,,,,,,,,,,,,,,,,,1.4375,2.0,,0.0,0.0,1.0
bryant_WR_DEN,Pat Bryant,WR,DEN,,,,0.0,0.0,2.0,0.0,19.0,,,,,,,,,,,,,,
coleman_RB_DEN,Jonah Coleman,RB,DEN,,,,0.0,15.0,1.0,0.0,7.0,,,,,,,,,,,,,,
beckham_WR_NYG,Odell Beckham Jr.,WR,NYG,,,,0.0,1.0,1.0,0.0,19.0,,,,,,,,,,,,,,
iosivas_WR_CIN,Andrei Iosivas,WR,CIN,,,,0.0,1.0,1.0,0.0,16.0,,,,,,,,,,,,,,
mims_WR_DEN,Marvin Mims Jr.,WR,DEN,,,,0.0,2.0,1.0,0.0,16.0,,,,,,,,,,,,,,
hurst_WR_TB,Ted Hurst III,WR,TB,,,,0.0,0.0,1.0,0.0,18.0,,,,,,,,,,,,,,
lance_WR_NO,Bryce Lance,WR,NO,,,,0.0,0.0,2.0,0.0,20.0,,,,,,,,,,,,,,
thomas_TE_LV,Ian Thomas,TE,LV,,,,0.0,0.0,2.0,0.0,16.0,,,,,,,,,,,,,,
horton_WR_SEA,Tory Horton,WR,SEA,,,,0.0,0.0,1.0,0.0,17.0,,,,,,,,,,,,,,
knox_TE_BUF,Dawson Knox,TE,BUF,,,,0.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,
johnson_TE_NYG,Theo Johnson,TE,NYG,,,,0.0,0.0,2.0,0.0,16.0,,,,,,,,,,,,,,
fant_TE_NO,Noah Fant,TE,NO,,,,0.0,0.0,2.0,0.0,15.0,,,,,,,,,,,,,,
hollins_WR_NE,Mack Hollins,WR,NE,,,,0.0,0.0,2.0,0.0,17.0,,,,,,,,,,,,,,
smith_TE_GB,Jonnu Smith,TE,GB,,,,0.0,1.0,2.0,0.0,14.0,,,,,,,,,,,,,,
coleman_WR_MIA,Kevin Coleman Jr.,WR,MIA,,,,0.0,0.0,1.0,0.0,18.0,,,,,,,,,,,,,,
arroyo_TE_SEA,Elijah Arroyo,TE,SEA,,,,0.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,
giants_DST_NYG,Giants,DST,NYG,,,,,,,,,,,,,,,,,1.625,2.0,,0.0,0.0,1.0
commanders_DST_WSH,Commanders,DST,WSH,,,,,,,,,,,,,,,,,1.75,2.0,,1.0,0.0,1.0
cardinals_DST_ARI,Cardinals,DST,ARI,,,,,,,,,,,,,,,,,1.75,3.0,,0.0,0.0,1.0
davis_RB_DAL,Malik Davis,RB,DAL,,,,0.0,17.0,0.0,0.0,4.0,,,,,,,,,,,,,,
gray_TE_KC,Noah Gray,TE,KC,,,,0.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,
bell_WR_BUF,Skyler Bell,WR,BUF,,,,0.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,
atwell_WR_LAR,Tutu Atwell,WR,LAR,,,,0.0,1.0,1.0,0.0,8.0,,,,,,,,,,,,,,
zaccheaus_WR_ATL,Olamide Zaccheaus,WR,ATL,,,,0.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,
stowers_TE_PHI,Eli Stowers,TE,PHI,,,,0.0,1.0,1.0,0.0,7.0,,,,,,,,,,,,,,
wilson_WR_PIT,Roman Wilson,WR,PIT,,,,0.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,
thompson_WR_LAC,Brenen Thompson,WR,LAC,,,,0.0,1.0,1.0,0.0,7.0,,,,,,,,,,,,,,
young_WR_CIN,Colbie Young,WR,CIN,,,,0.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,
shipley_RB_PHI,Will Shipley,RB,PHI,,,,0.0,3.0,1.0,0.0,5.0,,,,,,,,,,,,,,
abdullah_RB_JAX,Ameer Abdullah,RB,JAX,,,,0.0,2.0,1.0,0.0,5.0,,,,,,,,,,,,,,
schoonmaker_TE_DAL,Luke Schoonmaker,TE,DAL,,,,0.0,0.0,1.0,0.0,6.0,,,,,,,,,,,,,,
wilson_RB_SEA,Emanuel Wilson,RB,SEA,,,,0.0,8.0,0.0,0.0,2.0,,,,,,,,,,,,,,
aliecox_TE_IND,Mo Alie-Cox,TE,IND,,,,0.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,
lane_WR_WSH,Jaylin Lane,WR,WSH,,,,0.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,
bellinger_TE_TEN,Daniel Bellinger,TE,TEN,,,,0.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,
hawes_TE_BUF,Jackson Hawes,TE,BUF,,,,0.0,0.0,1.0,0.0,6.0,,,,,,,,,,,,,,
james_RB_SF,Jordan James,RB,SF,,,,0.0,8.0,0.0,0.0,2.0,,,,,,,,,,,,,,
ruckert_TE_NYJ,Jeremy Ruckert,TE,NYJ,,,,0.0,0.0,1.0,0.0,6.0,,,,,,,,,,,,,,
sarratt_WR_BAL,Elijah Sarratt,WR,BAL,,,,0.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,
sinnott_TE_WSH,Ben Sinnott,TE,WSH,,,,0.0,0.0,1.0,0.0,6.0,,,,,,,,,,,,,,
luepke_RB_DAL,Hunter Luepke,RB,DAL,,,,0.0,3.0,1.0,0.0,4.0,,,,,,,,,,,,,,
treadwell_WR_IND,Laquon Treadwell,WR,IND,,,,0.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,
demercado_RB_DAL,Emari Demercado,RB,DAL,,,,0.0,7.0,0.0,0.0,2.0,,,,,,,,,,,,,,
ayomanor_WR_TEN,Elic Ayomanor,WR,TEN,,,,0.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,
smythe_TE_BAL,Durham Smythe,TE,BAL,,,,0.0,0.0,1.0,0.0,6.0,,,,,,,,,,,,,,
horn_WR_CAR,Jimmy Horn Jr.,WR,CAR,,,,0.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,,,
johnson_WR_TB,Tez Johnson,WR,TB,,,,0.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,
whittington_WR_LAR,Jordan Whittington,WR,LAR,,,,0.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,
johnson_RB_GB,Kaleb Johnson,RB,GB,,,,0.0,5.0,0.0,0.0,2.0,,,,,,,,,,,,,,
